"","p_val","log_fc","rate1","rate2","padj","cluster","feature","comp"
"MYOD1.6",5.17653609687546e-09,0.305980254509118,1,1,3.78404788681596e-06,"D","MYOD1","D_vs_all"
"KAT6A.5",6.07589404975096e-09,-0.460987437126139,1,1,4.44147855036795e-06,"D","KAT6A","D_vs_all"
"IRF7.6",6.19427217496743e-09,-0.502148044283498,0.992,1,4.52801295990119e-06,"D","IRF7","D_vs_all"
"NRG1.8",6.81324171775052e-09,-0.447717999790636,1,1,4.98047969567563e-06,"D","NRG1","D_vs_all"
"DBP.3",8.43444857454184e-09,-0.314643583750855,1,1,6.16558190799009e-06,"D","DBP","D_vs_all"
"STAT1.7",8.57032202370275e-09,-0.474959103766436,1,1,6.26490539932671e-06,"D","STAT1","D_vs_all"
"FLI1.7",9.14032418037767e-09,-0.520440131734206,1,1,6.68157697585608e-06,"D","FLI1","D_vs_all"
"NFKB.7",9.16328342002236e-09,-0.458666956610747,1,1,6.69836018003634e-06,"D","NFKB","D_vs_all"
"ZIC1.8",1.02528715331571e-08,-0.482444545470031,1,1,7.49484909073786e-06,"D","ZIC1","D_vs_all"
"KAT5.4",1.35881779069225e-08,-0.421275345152038,1,1,9.93295804996035e-06,"D","KAT5","D_vs_all"
"RUNX1.7",1.4301665547655e-08,-0.435202170289217,1,1,1.04545175153358e-05,"D","RUNX1","D_vs_all"
"POU5F1.7",1.80869648835859e-08,-0.34412468629968,1,1,1.32215713299013e-05,"D","POU5F1","D_vs_all"
"ATF4.5",2.13968807206992e-08,0.328098664476053,1,1,1.56411198068311e-05,"D","ATF4","D_vs_all"
"ABL1.7",2.42521814146322e-08,-0.482991647102582,1,1,1.77283446140961e-05,"D","ABL1","D_vs_all"
"HNF4A.7",2.44793076783699e-08,0.390744953350554,1,1,1.78943739128884e-05,"D","HNF4A","D_vs_all"
"PPARGC1B.7",2.48790479414628e-08,-0.733079022941538,1,1,1.81865840452093e-05,"D","PPARGC1B","D_vs_all"
"GATA5.6",2.50311225760465e-08,-0.422152546000014,1,1,1.829775060309e-05,"D","GATA5","D_vs_all"
"HINFP.5",2.57558010478789e-08,0.362281072300608,1,1,1.88274905659995e-05,"D","HINFP","D_vs_all"
"ZNF350.8",2.60984924612683e-08,0.448307575955793,1,1,1.90779979891872e-05,"D","ZNF350","D_vs_all"
"RXRA.7",2.86292821356171e-08,0.45052044694566,1,1,2.09280052411361e-05,"D","RXRA","D_vs_all"
"SATB1.5",3.21055554907998e-08,-0.35999738084127,1,1,2.34691610637747e-05,"D","SATB1","D_vs_all"
"HMGA1.5",3.30566238690638e-08,-0.441703845158778,1,1,2.41643920482857e-05,"D","HMGA1","D_vs_all"
"PPARD.4",3.31366250065262e-08,-0.406047623092799,1,1,2.42228728797706e-05,"D","PPARD","D_vs_all"
"TBR1.7",4.05503290291577e-08,-0.528345309294342,1,1,2.96422905203143e-05,"D","TBR1","D_vs_all"
"FOXJ1.8",4.78701856622818e-08,-0.390670374919051,1,1,3.4993105719128e-05,"D","FOXJ1","D_vs_all"
"TLX1.6",5.08802153680076e-08,-0.447101771367753,1,1,3.71934374340136e-05,"D","TLX1","D_vs_all"
"MSX2.6",6.37789996004104e-08,0.309699492833399,1,1,4.66224487079e-05,"D","MSX2","D_vs_all"
"NHLH1.8",6.41415689402716e-08,-0.824825340542286,1,1,4.68874868953386e-05,"D","NHLH1","D_vs_all"
"ZFPM2.7",6.48178674145116e-08,-0.590031003857864,1,1,4.7381861080008e-05,"D","ZFPM2","D_vs_all"
"ARID1A.7",6.88601495514427e-08,0.441538389234739,1,1,5.03367693221046e-05,"D","ARID1A","D_vs_all"
"PAWR.6",8.59612590774105e-08,0.434090985721731,1,1,6.28376803855871e-05,"D","PAWR","D_vs_all"
"KLF4.7",1.20278808484138e-07,-0.321334271510087,1,1,8.79238090019052e-05,"D","KLF4","D_vs_all"
"FOXD3.7",1.21844552800857e-07,-0.449060688605655,1,1,8.90683680974264e-05,"D","FOXD3","D_vs_all"
"JUNB.4",1.2881768619514e-07,0.318019461272447,1,1,9.41657286086472e-05,"D","JUNB","D_vs_all"
"FOSB.7",1.35839177357185e-07,-0.512828508132616,1,1,9.92984386481021e-05,"D","FOSB","D_vs_all"
"FOXN1.8",1.49968940073672e-07,0.332099579911552,1,1,0.000109627295193854,"D","FOXN1","D_vs_all"
"MAF.7",1.63369260339987e-07,0.246862020759924,0.992,1,0.00011942292930853,"D","MAF","D_vs_all"
"STAT2.5",1.74575525330703e-07,-0.36894706359064,1,1,0.000127614709016744,"D","STAT2","D_vs_all"
"NFATC2.6",1.90543777364482e-07,-0.31148392993071,1,1,0.000139287501253437,"D","NFATC2","D_vs_all"
"NHLH2.8",1.90699473905075e-07,0.367395173463631,1,1,0.00013940131542461,"D","NHLH2","D_vs_all"
"NFKBIB.3",2.0108784897244e-07,-0.473793157928161,1,1,0.000146995217598854,"D","NFKBIB","D_vs_all"
"SIX4.3",2.03744284812238e-07,-0.375929723257594,1,1,0.000148937072197746,"D","SIX4","D_vs_all"
"SRSF2.5",2.14695754898956e-07,-0.440065474822593,1,1,0.000156942596831137,"D","SRSF2","D_vs_all"
"BHLHE41.6",2.25353202021325e-07,0.266951772086262,1,1,0.000164733190677588,"D","BHLHE41","D_vs_all"
"DEAF1.7",2.59767587015934e-07,0.413522912587095,1,1,0.000189890106108648,"D","DEAF1","D_vs_all"
"CDX1.6",2.63701523250946e-07,0.294684598097126,1,1,0.000192765813496442,"D","CDX1","D_vs_all"
"BACH2.5",2.73900234370038e-07,-0.481099398709622,1,1,0.000200221071324498,"D","BACH2","D_vs_all"
"SMAD9.5",3.00534987650595e-07,-0.510107325925982,1,1,0.000219691075972585,"D","SMAD9","D_vs_all"
"STAT6.7",3.26924756159471e-07,-0.32282846968275,1,1,0.000238981996752573,"D","STAT6","D_vs_all"
"HDAC3.7",3.66010755647327e-07,0.282274822968112,1,1,0.000267553862378196,"D","HDAC3","D_vs_all"
"ZNF335.8",3.90042890198599e-07,-0.620570002425152,1,1,0.000285121352735176,"D","ZNF335","D_vs_all"
"SP6.8",4.32509070078115e-07,0.296782161025891,1,1,0.000316164130227102,"D","SP6","D_vs_all"
"MITF.7",4.41493851281592e-07,0.245078549462805,1,1,0.000322732005286844,"D","MITF","D_vs_all"
"GTF3A.7",4.74023743934745e-07,-0.366233444272558,1,1,0.000346511356816298,"D","GTF3A","D_vs_all"
"ID4.6",4.90930298336493e-07,-0.417931945760637,1,1,0.000358870048083976,"D","ID4","D_vs_all"
"SATB2.7",5.7490821677434e-07,0.324614662206148,1,1,0.000420257906462043,"D","SATB2","D_vs_all"
"POU3F1.4",6.03266199520408e-07,-0.349385752132723,1,1,0.000440987591849419,"D","POU3F1","D_vs_all"
"BATF.4",6.64912579338637e-07,-0.421678568758651,0.992,1,0.000486051095496543,"D","BATF","D_vs_all"
"IRF5.7",7.02835077064358e-07,-0.381696645531675,1,1,0.000513772441334045,"D","IRF5","D_vs_all"
"ATF2.4",7.45271032109971e-07,0.248273621077667,1,1,0.000544793124472389,"D","ATF2","D_vs_all"
"PAX3.6",8.0566526738517e-07,-0.305756623415665,1,1,0.000588941310458559,"D","PAX3","D_vs_all"
"E2F3.5",9.05527316531156e-07,-0.385458709173611,1,1,0.000661940468384275,"D","E2F3","D_vs_all"
"SP2.4",1.0172534485413e-06,0.347136105690282,1,1,0.000743612270883692,"D","SP2","D_vs_all"
"IRX1.6",1.53219860413152e-06,-0.333020327862521,1,1,0.00112003717962014,"D","IRX1","D_vs_all"
"KMT2B.8",1.57408219052332e-06,-0.460880050219851,1,1,0.00115065408127254,"D","KMT2B","D_vs_all"
"PRDM1.7",2.37138699165888e-06,0.275446164082006,1,1,0.00173348389090264,"D","PRDM1","D_vs_all"
"NR0B2.5",3.98547089982676e-06,-0.345250828192874,1,1,0.00291337922777336,"D","NR0B2","D_vs_all"
"CEBPB.7",4.07836300384515e-06,0.298914024967754,1,1,0.0029812833558108,"D","CEBPB","D_vs_all"
"KLF17.5",4.28596799209845e-06,0.357133661642882,1,1,0.00313304260222396,"D","KLF17","D_vs_all"
"ARID4B.6",4.4646180155081e-06,0.318458737599846,1,1,0.00326363576933642,"D","ARID4B","D_vs_all"
"GSC.8",4.91341998075004e-06,0.218134956585629,1,1,0.00359171000592828,"D","GSC","D_vs_all"
"KDM5B.7",5.04001740583845e-06,-0.444851224620106,1,1,0.00368425272366791,"D","KDM5B","D_vs_all"
"BHLHE40.4",5.16824322392265e-06,0.295993125864215,1,1,0.00377798579668746,"D","BHLHE40","D_vs_all"
"HDGF.7",6.03548857108365e-06,0.302202855805076,1,1,0.00441194214546215,"D","HDGF","D_vs_all"
"FOXC1.7",6.669705371511e-06,0.298359369275468,1,1,0.00487555462657454,"D","FOXC1","D_vs_all"
"POU1F1.5",6.83831608422137e-06,-0.278387062915037,1,1,0.00499880905756582,"D","POU1F1","D_vs_all"
"MXI1.5",6.97613261562406e-06,-0.360614363274577,1,1,0.00509955294202118,"D","MXI1","D_vs_all"
"MZF1.6",7.39728921977571e-06,-0.352856789890766,1,1,0.00540741841965604,"D","MZF1","D_vs_all"
"DLX5.5",8.08290806159285e-06,0.254117489903456,1,1,0.00590860579302437,"D","DLX5","D_vs_all"
"TFEB.8",8.27848691793025e-06,-0.40873291599863,1,1,0.00605157393700701,"D","TFEB","D_vs_all"
"ESR2.7",8.3431066321478e-06,-0.337236214766979,1,1,0.00609881094810004,"D","ESR2","D_vs_all"
"HIPK2.2",8.50136735726631e-06,0.461444106604929,1,1,0.00621449953816168,"D","HIPK2","D_vs_all"
"GATA3.7",8.98025401721935e-06,0.395939731672049,1,1,0.00656456568658734,"D","GATA3","D_vs_all"
"PATZ1.6",9.46886929120289e-06,0.211891802393791,1,1,0.00692174345186932,"D","PATZ1","D_vs_all"
"MSC.5",9.81618646302601e-06,-0.257167897565501,1,1,0.00717563230447201,"D","MSC","D_vs_all"
"MECP2.7",1.23665856165567e-05,0.29701775354873,1,1,0.00903997408570294,"D","MECP2","D_vs_all"
"HLF.6",1.25029673078013e-05,0.310046822206424,1,1,0.00913966910200276,"D","HLF","D_vs_all"
"HOXD8.5",1.27800484454336e-05,0.296833141803799,1,1,0.00934221541361195,"D","HOXD8","D_vs_all"
"TCF7.6",1.34557381922432e-05,-0.354626347036403,1,1,0.0098361446185298,"D","TCF7","D_vs_all"
"HOXB3.8",1.37805028546821e-05,-0.421643957355082,1,1,0.0100735475867726,"D","HOXB3","D_vs_all"
"GTF2IRD1.5",1.4004051880189e-05,-0.356875568357952,1,1,0.0102369619244182,"D","GTF2IRD1","D_vs_all"
"RFXAP.5",1.43998858350811e-05,-0.394999601759564,1,1,0.0105263165454443,"D","RFXAP","D_vs_all"
"KLF8.7",1.53457036871212e-05,0.359896525352855,1,1,0.0112177093952856,"D","KLF8","D_vs_all"
"ZNF148.6",1.59310391325582e-05,-0.33524744563223,1,1,0.0116455896059,"D","ZNF148","D_vs_all"
"MKX.6",1.69804823046985e-05,-0.512166799076845,1,1,0.0124127325647346,"D","MKX","D_vs_all"
"LMO2.7",1.74584765416208e-05,-0.382816443987524,1,1,0.0127621463519248,"D","LMO2","D_vs_all"
"NFIL3.8",1.83303436644858e-05,0.206138022346539,1,1,0.0133994812187391,"D","NFIL3","D_vs_all"
"KMT2A.8",1.87369685402405e-05,0.261874653549914,1,1,0.0136967240029158,"D","KMT2A","D_vs_all"
"RFX5.5",2.00743349640784e-05,-0.394775200581208,1,1,0.0146743388587413,"D","RFX5","D_vs_all"
"HOXB4.7",2.15518076500114e-05,-0.499537971307648,1,1,0.0157543713921583,"D","HOXB4","D_vs_all"
"TFAP2D.7",2.33203018891198e-05,-0.549463077520618,1,1,0.0170471406809466,"D","TFAP2D","D_vs_all"
"KDM5A.4",2.87849604347542e-05,-0.304217810006832,1,1,0.0210418060778053,"D","KDM5A","D_vs_all"
"NFIC.4",2.9570664521565e-05,0.297125643419091,1,1,0.021616155765264,"D","NFIC","D_vs_all"
"ERF.7",3.00470264458277e-05,0.245554927168472,1,1,0.0219643763319001,"D","ERF","D_vs_all"
"MSX1.5",3.6545472871511e-05,-0.374481309175619,1,1,0.0267147406690746,"D","MSX1","D_vs_all"
"CREB3L3.4",4.43525971966334e-05,-0.209691061616328,1,1,0.032421748550739,"D","CREB3L3","D_vs_all"
"TTF1.5",4.64051887190186e-05,0.259899109620422,1,1,0.0339221929536026,"D","TTF1","D_vs_all"
"ASCL1.8",4.66414339330698e-05,0.141622857702728,1,1,0.034094888205074,"D","ASCL1","D_vs_all"
"NRL.5",4.84657145209722e-05,-0.335657559829908,1,1,0.0354284373148307,"D","NRL","D_vs_all"
"ETV5.4",5.22311923202455e-05,0.223915914430899,1,1,0.0381810015860995,"D","ETV5","D_vs_all"
"MED1.8",6.02059947417045e-05,0.219929018859284,1,1,0.044010582156186,"D","MED1","D_vs_all"
"USF1.5",6.069899789668e-05,-0.247061367588106,1,1,0.0443709674624731,"D","USF1","D_vs_all"
"NCOR2.7",6.30439160949596e-05,0.307203729202143,1,1,0.0460851026654155,"D","NCOR2","D_vs_all"
"TBX18.4",6.39630821253028e-05,-0.286166468643402,1,1,0.0467570130335963,"D","TBX18","D_vs_all"
"NKX2-1.8",6.62194145757107e-05,-0.271509307713745,1,1,0.0484063920548445,"D","NKX2-1","D_vs_all"
"REL.6",7.04960859411509e-05,-0.290416128546998,1,1,0.0515326388229813,"D","REL","D_vs_all"
"SALL4.7",7.58950634666361e-05,-0.303649049900774,1,1,0.055479291394111,"D","SALL4","D_vs_all"
"OLIG1.8",9.1713451026252e-05,-0.354687041839168,1,1,0.0670425327001902,"D","OLIG1","D_vs_all"
"SP4.6",9.82882882193733e-05,-0.305503139643281,1,1,0.0718487386883619,"D","SP4","D_vs_all"
"SPIB.5",9.9481357373407e-05,-0.306246046160815,1,1,0.0727208722399606,"D","SPIB","D_vs_all"
"TGIF1.3",0.000101021881184137,-0.282662491097543,1,1,0.0738469951456039,"D","TGIF1","D_vs_all"
"EGR2.4",0.000103523315507829,0.22361704064652,1,1,0.0756755436362229,"D","EGR2","D_vs_all"
"ZNF699.4",0.000109884750017659,0.360669452871976,1,1,0.0803257522629089,"D","ZNF699","D_vs_all"
"HIVEP2.8",0.000111937604342161,0.428030200701626,1,1,0.08182638877412,"D","HIVEP2","D_vs_all"
"THRB.6",0.00011214625993378,0.223304007208279,1,1,0.0819789160115933,"D","THRB","D_vs_all"
"CDX2.6",0.000113998315409183,0.140071599589744,1,1,0.0833327685641124,"D","CDX2","D_vs_all"
"RELB.7",0.000114622051520001,-0.254432683183612,1,1,0.0837887196611208,"D","RELB","D_vs_all"
"AIRE.5",0.00011533474933042,0.269401238985095,1,1,0.084309701760537,"D","AIRE","D_vs_all"
"EOMES.7",0.000119573692484297,-0.286510213208065,1,1,0.0874083692060211,"D","EOMES","D_vs_all"
"HIF3A.5",0.000121248598031851,-0.217668510993276,1,1,0.0886327251612831,"D","HIF3A","D_vs_all"
"KAT2B.6",0.000122665011999177,0.261000313601218,1,1,0.0896681237713982,"D","KAT2B","D_vs_all"
"POU2F1.6",0.000131464151438382,0.226725541664072,1,1,0.096100294701457,"D","POU2F1","D_vs_all"
"ZMYND8.5",0.000133352905081311,-0.275651713730867,1,1,0.0974809736144381,"D","ZMYND8","D_vs_all"
"NFE2L3.8",0.00014673271605065,0.271365698290266,1,1,0.107261615433025,"D","NFE2L3","D_vs_all"
"GATA2.8",0.000162273991082226,-0.270966965404764,1,1,0.118622287481107,"D","GATA2","D_vs_all"
"FOXO1.5",0.000179593034003663,-0.258982801668634,1,1,0.131282507856678,"D","FOXO1","D_vs_all"
"DMTF1.6",0.000183537967559463,0.210171010037465,1,1,0.134166254285967,"D","DMTF1","D_vs_all"
"BARX1.6",0.000185675099725214,0.237678760934892,1,1,0.135728497899131,"D","BARX1","D_vs_all"
"NCOA2.7",0.000222842724588714,-0.333807998499433,1,1,0.16289803167435,"D","NCOA2","D_vs_all"
"OVOL1.6",0.000225702608361161,-0.37281482734161,1,1,0.164988606712009,"D","OVOL1","D_vs_all"
"E2F6.7",0.00022589089908617,0.241090461321386,1,1,0.16512624723199,"D","E2F6","D_vs_all"
"USF2.5",0.000235579619058432,0.206005187927746,1,1,0.172208701531713,"D","USF2","D_vs_all"
"MYF5.6",0.000287189121826101,0.25948014202381,1,1,0.20993524805488,"D","MYF5","D_vs_all"
"TFDP3.6",0.000293815101606121,0.204408005286258,1,1,0.214778839274075,"D","TFDP3","D_vs_all"
"TCF3.7",0.000329933403517911,0.175401779498253,1,1,0.241181317971593,"D","TCF3","D_vs_all"
"TWIST2.6",0.000365965554897323,-0.335387516731412,1,1,0.267520820629943,"D","TWIST2","D_vs_all"
"HOXB9.6",0.000386019575418188,0.195564620436526,1,1,0.282180309630695,"D","HOXB9","D_vs_all"
"HIC1.5",0.000399778430382322,-0.23978982411039,1,1,0.292238032609478,"D","HIC1","D_vs_all"
"KLF15.6",0.00043606895470721,-0.365189213764852,1,1,0.318766405890971,"D","KLF15","D_vs_all"
"UBTF.7",0.000463939493600341,-0.269847943204488,1,1,0.339139769821849,"D","UBTF","D_vs_all"
"SMARCB1.4",0.000486164740777114,0.199721619301363,1,1,0.35538642550807,"D","SMARCB1","D_vs_all"
"STAT5A.6",0.00050194534025674,0.174335821337241,1,1,0.366922043727677,"D","STAT5A","D_vs_all"
"TBX5.8",0.000520195357322562,0.183398847096164,1,1,0.380262806202793,"D","TBX5","D_vs_all"
"MNT.7",0.000580217059101711,-0.282280855222963,1,1,0.424138670203351,"D","MNT","D_vs_all"
"RELA.7",0.000618392785634915,0.177190284285198,1,1,0.452045126299123,"D","RELA","D_vs_all"
"NR2E1.7",0.000653864157277607,0.182329757893456,1,1,0.477974698969931,"D","NR2E1","D_vs_all"
"E2F1.5",0.000671816521069986,-0.291283427280116,1,1,0.49109787690216,"D","E2F1","D_vs_all"
"RB1.7",0.000737427581471701,-0.268290673832629,1,1,0.539059562055814,"D","RB1","D_vs_all"
"MLX.8",0.000778165339510171,-0.315377041179037,1,1,0.568838863181935,"D","MLX","D_vs_all"
"OLIG2.7",0.000789255117728569,0.179832064055788,1,1,0.576945491059584,"D","OLIG2","D_vs_all"
"MECOM.5",0.000837837101767093,-0.20391902574019,1,1,0.612458921391745,"D","MECOM","D_vs_all"
"BRCA1.4",0.000839851563216747,0.228447847283315,1,1,0.613931492711442,"D","BRCA1","D_vs_all"
"WT1.8",0.000866546011764835,-0.303316014491871,1,1,0.633445134600094,"D","WT1","D_vs_all"
"LMX1A.5",0.000897138831751239,-0.342361921105594,1,1,0.655808486010156,"D","LMX1A","D_vs_all"
"FHL2.7",0.000909989583634786,0.178060836892242,1,1,0.665202385637028,"D","FHL2","D_vs_all"
"CUX1.5",0.000943836411111185,-0.23737912807792,1,1,0.689944416522276,"D","CUX1","D_vs_all"
"TBX2.5",0.000958185508125273,0.199230836324535,1,1,0.700433606439574,"D","TBX2","D_vs_all"
"VDR.7",0.000980855505480978,0.203832273317289,1,1,0.717005374506595,"D","VDR","D_vs_all"
"SKIL.7",0.00105334861677612,0.15085063316513,1,1,0.769997838863343,"D","SKIL","D_vs_all"
"JUND.4",0.0011589820046985,-0.259130302225137,1,1,0.8472158454346,"D","JUND","D_vs_all"
"SON.1",0.0011708959097204,0.242272728197889,1,1,0.855924910005616,"D","SON","D_vs_all"
"TLX3.5",0.00117414201263218,-0.270640811326142,1,1,0.858297811234122,"D","TLX3","D_vs_all"
"TSC22D1.3",0.00118116188267579,0.219408025666369,1,1,0.863429336236003,"D","TSC22D1","D_vs_all"
"DDIT3.3",0.00122085798686259,0.189736271908985,1,1,0.892447188396556,"D","DDIT3","D_vs_all"
"BCLAF1.6",0.00124386506540266,-0.409229510531788,1,1,0.909265362809344,"D","BCLAF1","D_vs_all"
"POU2F2.2",0.00124610841361009,-0.21663578309187,1,1,0.910905250348976,"D","POU2F2","D_vs_all"
"TBP.6",0.00128264949301941,-0.279430002788208,1,1,0.93761677939719,"D","TBP","D_vs_all"
"GLI2.4",0.00148459955739295,-0.203968644864214,1,1,1,"D","GLI2","D_vs_all"
"AHR.5",0.00169048405256412,-0.217805591253545,1,1,1,"D","AHR","D_vs_all"
"TEAD1.8",0.00178318636921367,-0.280741026513867,1,1,1,"D","TEAD1","D_vs_all"
"RFXANK.5",0.00180982634316928,0.253017295560056,1,1,1,"D","RFXANK","D_vs_all"
"BACH1.5",0.00183268200824418,-0.199731082065909,1,1,1,"D","BACH1","D_vs_all"
"KLF3.6",0.0018874986834136,0.126953007587794,1,1,1,"D","KLF3","D_vs_all"
"IRF4.4",0.00191066606176335,0.17437181880914,1,1,1,"D","IRF4","D_vs_all"
"HDAC9.6",0.00196119229369808,-0.359968901974,1,1,1,"D","HDAC9","D_vs_all"
"KLF2.5",0.0019843775142312,-0.244337819887975,1,1,1,"D","KLF2","D_vs_all"
"SP3.4",0.00198681128186133,-0.194604851721259,1,1,1,"D","SP3","D_vs_all"
"PHF20.2",0.00199168703870469,-0.305002353209457,1,1,1,"D","PHF20","D_vs_all"
"NFATC4.5",0.00201212112783389,0.209809876287649,1,1,1,"D","NFATC4","D_vs_all"
"CTBP2.7",0.00204855301103577,-0.304117551433155,1,1,1,"D","CTBP2","D_vs_all"
"NR3C1.8",0.00215669206729181,-0.368472778715336,1,1,1,"D","NR3C1","D_vs_all"
"BTG2.4",0.00228591460036525,-0.221962436953406,1,1,1,"D","BTG2","D_vs_all"
"EBF3.6",0.00230467750151174,-0.314566640079481,1,1,1,"D","EBF3","D_vs_all"
"MYBL2.6",0.00234144734141065,0.154223548054974,1,1,1,"D","MYBL2","D_vs_all"
"TBX20.4",0.00253830593550986,-0.181120682522591,1,1,1,"D","TBX20","D_vs_all"
"CHD4.6",0.0026299522399345,0.23760305275059,1,1,1,"D","CHD4","D_vs_all"
"SIN3A.7",0.00266147624587989,-0.194926334074976,1,1,1,"D","SIN3A","D_vs_all"
"RREB1.3",0.00304883341271805,-0.195511662942308,1,1,1,"D","RREB1","D_vs_all"
"ETV2.5",0.00306252370423717,0.146298630225393,1,1,1,"D","ETV2","D_vs_all"
"TBXT.5",0.00310759619358661,-0.16408991716798,1,1,1,"D","TBXT","D_vs_all"
"TFDP1.5",0.00316490356667814,-0.196028571700446,1,1,1,"D","TFDP1","D_vs_all"
"PARK7.6",0.00338270723591443,-0.213370632413894,1,1,1,"D","PARK7","D_vs_all"
"ZNF24.5",0.00338567928694591,-0.232709019103381,1,1,1,"D","ZNF24","D_vs_all"
"NKX3-1.7",0.00349801125940632,-0.22013344982425,1,1,1,"D","NKX3-1","D_vs_all"
"RARB.6",0.00352327776314894,-0.203133889932437,1,1,1,"D","RARB","D_vs_all"
"HDAC5.5",0.00364080885950557,0.172439733767283,1,1,1,"D","HDAC5","D_vs_all"
"BCL3.6",0.00378888810653957,-0.221092373215805,1,1,1,"D","BCL3","D_vs_all"
"PML.6",0.00379878082807009,-0.234067612283749,0.992,1,1,"D","PML","D_vs_all"
"NCOA3.8",0.0038223240712759,-0.247047682737388,1,1,1,"D","NCOA3","D_vs_all"
"POU2AF1.5",0.00386533438042976,-0.519783666060084,1,1,1,"D","POU2AF1","D_vs_all"
"ZFP42.7",0.00395039532933551,-0.300124581228296,1,1,1,"D","ZFP42","D_vs_all"
"HDAC1.6",0.00420178455382913,-0.244689182157021,1,1,1,"D","HDAC1","D_vs_all"
"DLX4.7",0.00421224830869099,0.150972227369507,1,1,1,"D","DLX4","D_vs_all"
"NFIA.6",0.00423183042718475,-0.225344122030627,1,1,1,"D","NFIA","D_vs_all"
"MTA3.4",0.00434505434585748,-0.324181978094473,1,1,1,"D","MTA3","D_vs_all"
"FOXL2.4",0.00458282203112266,0.151658963999199,1,1,1,"D","FOXL2","D_vs_all"
"DNMT3B.8",0.00481545764687446,0.181411048262045,1,1,1,"D","DNMT3B","D_vs_all"
"ZNF354C.8",0.0049364350598748,-0.265843355804467,1,1,1,"D","ZNF354C","D_vs_all"
"TBX21.6",0.00516676162107861,0.19014262086609,1,1,1,"D","TBX21","D_vs_all"
"LEF1.7",0.00538809882873562,0.202218728163038,1,1,1,"D","LEF1","D_vs_all"
"TP63.6",0.00571225193126795,0.189414286354635,1,1,1,"D","TP63","D_vs_all"
"BCL6.2",0.00571703023096171,-0.202558931088777,1,1,1,"D","BCL6","D_vs_all"
"YY1.8",0.00590129825686175,0.136636270226799,1,1,1,"D","YY1","D_vs_all"
"CEBPE.5",0.00593307396462125,-0.170785893651077,1,1,1,"D","CEBPE","D_vs_all"
"ZGPAT.6",0.00611174054011308,0.203834579963232,1,1,1,"D","ZGPAT","D_vs_all"
"VHL.7",0.00614170171693143,-0.328106934344623,1,1,1,"D","VHL","D_vs_all"
"NANOG.7",0.00614850371794366,-0.136913967293736,1,1,1,"D","NANOG","D_vs_all"
"GLI3.5",0.00618432564314428,-0.197518711255761,1,1,1,"D","GLI3","D_vs_all"
"MYF6.2",0.00628366234191595,0.243387364209823,1,1,1,"D","MYF6","D_vs_all"
"IKZF1.6",0.00750550598333655,0.230209909876685,1,1,1,"D","IKZF1","D_vs_all"
"DOT1L.7",0.00755688441798835,-0.373000270151424,1,1,1,"D","DOT1L","D_vs_all"
"HAND2.7",0.00764643485719717,-0.282991865586337,1,1,1,"D","HAND2","D_vs_all"
"ELF5.5",0.00800990776962964,-0.227017474962329,1,1,1,"D","ELF5","D_vs_all"
"NFATC1.6",0.00821428481019012,-0.143773951130836,1,1,1,"D","NFATC1","D_vs_all"
"THRA.6",0.0083170973070828,0.131096375168238,1,1,1,"D","THRA","D_vs_all"
"ATF7.5",0.00849884441302663,-0.413049568517199,0.992,1,1,"D","ATF7","D_vs_all"
"MYOG.7",0.00872286484069001,-0.266598719644906,1,1,1,"D","MYOG","D_vs_all"
"KLF7.9",0,-3.7682670525849,0.998,1,0,"SC-B","KLF7","SC-B_vs_all"
"INSM1.9",0,2.3994515303009,1,1,0,"SC-B","INSM1","SC-B_vs_all"
"HES6.8",1.04361610532971e-284,1.51602152487366,1,1,7.62883372996019e-282,"SC-B","HES6","SC-B_vs_all"
"GLIS3.6",2.41859404405965e-278,1.13984412638156,1,1,1.76799224620761e-275,"SC-B","GLIS3","SC-B_vs_all"
"VEZF1.9",1.84088879510966e-275,1.40746203418557,1,1,1.34568970922516e-272,"SC-B","VEZF1","SC-B_vs_all"
"ZNF236.9",1.02772794687328e-265,1.49816574073532,1,1,7.51269129164368e-263,"SC-B","ZNF236","SC-B_vs_all"
"GRHL3.8",7.42938764997308e-257,1.11815057729656,1,1,5.43088237213032e-254,"SC-B","GRHL3","SC-B_vs_all"
"PREB.9",5.24052763201365e-254,1.21777205074265,1,1,3.83082569900197e-251,"SC-B","PREB","SC-B_vs_all"
"NEUROD2.9",8.8941940429074e-253,1.60625541170607,1,1,6.50165584536531e-250,"SC-B","NEUROD2","SC-B_vs_all"
"NEUROG3.9",9.89767280823335e-253,1.67393899836736,1,1,7.23519882281858e-250,"SC-B","NEUROG3","SC-B_vs_all"
"NKX6-1.8",1.08703517846448e-252,1.28383363264307,1,1,7.94622715457536e-250,"SC-B","NKX6-1","SC-B_vs_all"
