"","p_val","log_fc","rate1","rate2","padj","cluster","feature","comp"
"TRIM28",3.52662233181718e-58,0.353127928797059,1,1,2.57796092455836e-55,"ML","TRIM28","ML_vs_all"
"MYOG",5.46586430664312e-58,-0.465969075883386,1,1,3.99554680815612e-55,"ML","MYOG","ML_vs_all"
"ATOH1",2.14897047271934e-57,-0.744788695405288,0.999,1,1.57089741555784e-54,"ML","ATOH1","ML_vs_all"
"HDAC4",3.78639660390904e-57,0.372988068851475,1,1,2.76785591745751e-54,"ML","HDAC4","ML_vs_all"
"E2F1",4.93313511738954e-57,-0.449835117026119,1,1,3.60612177081175e-54,"ML","E2F1","ML_vs_all"
"FOXO4",1.47712145391095e-56,-0.50220867935089,1,1,1.07977578280891e-53,"ML","FOXO4","ML_vs_all"
"KAT6B",2.5170703238993e-56,-0.890970144592042,1,1,1.83997840677039e-53,"ML","KAT6B","ML_vs_all"
"SP4",3.44502379373895e-56,0.307622874727427,1,1,2.51831239322317e-53,"ML","SP4","ML_vs_all"
"NSD2",4.56851521337454e-56,0.41887391948492,1,1,3.33958462097679e-53,"ML","NSD2","ML_vs_all"
"SALL3",4.6425349319127e-56,0.308128716409074,1,1,3.39369303522819e-53,"ML","SALL3","ML_vs_all"
"LYL1",4.66495531614852e-55,0.320119435496413,1,1,3.41008233610457e-52,"ML","LYL1","ML_vs_all"
"YAP1",4.71183817308616e-54,0.447697251926753,1,1,3.44435370452599e-51,"ML","YAP1","ML_vs_all"
"NFIL3",6.47696445683863e-54,-0.324558157641072,0.999,1,4.73466101794904e-51,"ML","NFIL3","ML_vs_all"
"TCF7",1.21240707406235e-53,-0.480920531717636,1,1,8.86269571139577e-51,"ML","TCF7","ML_vs_all"
"PGR",1.79365369059891e-53,-0.420624568888902,1,1,1.3111608478278e-50,"ML","PGR","ML_vs_all"
"NR4A2",2.02293279088063e-53,-0.476382481567129,1,1,1.47876387013374e-50,"ML","NR4A2","ML_vs_all"
"ZNF423",2.77120113240922e-53,-0.831139316145358,1,1,2.02574802779114e-50,"ML","ZNF423","ML_vs_all"
"NANOG",5.58285425176343e-52,-0.41591791787912,1,1,4.08106645803907e-49,"ML","NANOG","ML_vs_all"
"CEBPZ",7.62204705386133e-52,-0.380279248771758,0.999,1,5.57171639637263e-49,"ML","CEBPZ","ML_vs_all"
"FOS",1.14097800682638e-51,-0.478544298516738,1,1,8.34054922990085e-49,"ML","FOS","ML_vs_all"
"KDM5B",1.63127482405251e-51,0.347921521723882,1,1,1.19246189638238e-48,"ML","KDM5B","ML_vs_all"
"KLF5",4.36490894748559e-50,0.326181516318149,1,1,3.19074844061197e-47,"ML","KLF5","ML_vs_all"
"CTBP2",8.04199106734593e-49,0.347305412385801,1,1,5.87869547022987e-46,"ML","CTBP2","ML_vs_all"
"FOXD3",8.19770627361084e-49,0.301352487959126,1,1,5.99252328600952e-46,"ML","FOXD3","ML_vs_all"
"EPAS1",1.15490500557265e-47,-0.474118582482486,1,1,8.44235559073605e-45,"ML","EPAS1","ML_vs_all"
"ARNT",2.04367714367416e-47,-0.36778232676582,0.999,1,1.49392799202581e-44,"ML","ARNT","ML_vs_all"
"HOXA9",4.93288448882377e-47,-0.489077207940632,1,1,3.60593856133018e-44,"ML","HOXA9","ML_vs_all"
"HOXC8",7.61727732108877e-47,0.227382499882998,1,1,5.56822972171589e-44,"ML","HOXC8","ML_vs_all"
"EMX2",1.21601522746356e-46,0.298291711162697,1,1,8.88907131275865e-44,"ML","EMX2","ML_vs_all"
"TBP",3.47917698035712e-46,-0.426056030076452,1,1,2.54327837264105e-43,"ML","TBP","ML_vs_all"
"HOXC6",4.37469147145124e-46,0.242996512456409,1,1,3.19789946563086e-43,"ML","HOXC6","ML_vs_all"
"CDX2",4.89540952312714e-46,0.310921979667286,1,1,3.57854436140594e-43,"ML","CDX2","ML_vs_all"
"IRF6",5.8280406497963e-46,0.531094109504374,1,1,4.2602977150011e-43,"ML","IRF6","ML_vs_all"
"FGF2",6.01993747788317e-46,-0.437415977821573,1,1,4.4005742963326e-43,"ML","FGF2","ML_vs_all"
"FOXA3",2.50544924353651e-45,0.269826205574455,1,1,1.83148339702519e-42,"ML","FOXA3","ML_vs_all"
"LMX1B",8.66170998422261e-45,0.306373058138002,1,1,6.33170999846673e-42,"ML","LMX1B","ML_vs_all"
"HEYL",1.63901326862443e-44,-0.23806736505295,1,1,1.19811869936446e-41,"ML","HEYL","ML_vs_all"
"MAFK",1.69299670785893e-44,0.311316626486193,0.999,1,1.23758059344488e-41,"ML","MAFK","ML_vs_all"
"MAX",2.49763017481077e-44,0.298545547172044,1,1,1.82576765778667e-41,"ML","MAX","ML_vs_all"
"KLF6",2.94664625723337e-44,0.274379414533586,1,1,2.1539984140376e-41,"ML","KLF6","ML_vs_all"
"PLAGL2",3.22908572402524e-44,-0.593089402713311,1,1,2.36046166426245e-41,"ML","PLAGL2","ML_vs_all"
"NKX6-3",4.97200723103577e-44,-0.750063642443111,1,1,3.63453728588715e-41,"ML","NKX6-3","ML_vs_all"
"FEZF1",6.33437474015027e-44,-0.335200154034953,1,1,4.63042793504985e-41,"ML","FEZF1","ML_vs_all"
"FOXJ1",6.99081778219758e-44,0.311965817329297,1,1,5.11028779878643e-41,"ML","FOXJ1","ML_vs_all"
"MAF",1.05192202700675e-43,0.189902464971145,1,1,7.68955001741931e-41,"ML","MAF","ML_vs_all"
"BRCA1",1.12742478357256e-43,-0.423874912757053,1,1,8.24147516791544e-41,"ML","BRCA1","ML_vs_all"
"ETS2",2.37601172913212e-43,0.261848391104122,1,1,1.73686457399558e-40,"ML","ETS2","ML_vs_all"
"NFIA",2.66269559590869e-43,-0.374276608184706,0.999,1,1.94643048060925e-40,"ML","NFIA","ML_vs_all"
"LMO4",3.765660098164e-43,0.242787156391787,1,1,2.75269753175788e-40,"ML","LMO4","ML_vs_all"
"HDAC9",5.41742933844339e-43,0.453697104903092,1,1,3.96014084640212e-40,"ML","HDAC9","ML_vs_all"
"CXXC1",1.11067632473908e-42,0.333613287803445,1,1,8.1190439338427e-40,"ML","CXXC1","ML_vs_all"
"PTF1A",3.00954995305652e-42,-0.403719320681168,1,1,2.19998101568431e-39,"ML","PTF1A","ML_vs_all"
"GRHL2",4.79869776396691e-41,0.296516734180047,1,1,3.50784806545981e-38,"ML","GRHL2","ML_vs_all"
"ATF6",9.58505868415585e-41,0.303420687163069,1,1,7.00667789811792e-38,"ML","ATF6","ML_vs_all"
"SMAD7",9.93027635451007e-41,-0.344694777176363,1,1,7.25903201514686e-38,"ML","SMAD7","ML_vs_all"
"MZF1",9.74886551640536e-40,0.248810141227553,1,1,7.12642069249232e-37,"ML","MZF1","ML_vs_all"
"CREB3L1",1.48738814114172e-39,0.24746572762467,1,1,1.0872807311746e-36,"ML","CREB3L1","ML_vs_all"
"FLI1",1.61253389062463e-39,-0.440202049957026,1,1,1.17876227404661e-36,"ML","FLI1","ML_vs_all"
"ASCL1",2.67037203715195e-39,-0.48699606055381,1,1,1.95204195915808e-36,"ML","ASCL1","ML_vs_all"
"EGR3",3.01585128520573e-39,-0.356565877391378,1,1,2.20458728948539e-36,"ML","EGR3","ML_vs_all"
"NR5A1",5.17647877649749e-39,0.244308944771986,1,1,3.78400598561967e-36,"ML","NR5A1","ML_vs_all"
"NEUROG2",7.22764636788759e-39,0.215099933944203,1,1,5.28340949492583e-36,"ML","NEUROG2","ML_vs_all"
"PROX1",1.20101021122613e-38,-0.309679656252785,1,1,8.77938464406304e-36,"ML","PROX1","ML_vs_all"
"GFI1B",2.19812216013024e-38,0.131613239969327,1,1,1.60682729905521e-35,"ML","GFI1B","ML_vs_all"
"POU3F1",3.22967782191958e-38,-0.373783929254151,1,1,2.36089448782321e-35,"ML","POU3F1","ML_vs_all"
"PAX3",3.88978926205298e-38,0.225369526382052,1,1,2.84343595056073e-35,"ML","PAX3","ML_vs_all"
"PARK7",5.6642113286361e-38,0.201178002162707,1,1,4.14053848123299e-35,"ML","PARK7","ML_vs_all"
"ZNF300",3.85066086363253e-37,-0.189404092417405,1,1,2.81483309131538e-34,"ML","ZNF300","ML_vs_all"
"RFX3",4.17497859872631e-37,-0.300087055993803,1,1,3.05190935566893e-34,"ML","RFX3","ML_vs_all"
"SPDEF",4.88151903100481e-37,0.373122861903557,1,1,3.56839041166451e-34,"ML","SPDEF","ML_vs_all"
"SIM2",6.12198208831092e-37,-0.444916589925266,1,1,4.47516890655528e-34,"ML","SIM2","ML_vs_all"
"PITX2",6.52180926679365e-37,0.23539518959063,1,1,4.76744257402616e-34,"ML","PITX2","ML_vs_all"
"CREBZF",1.25121995766753e-36,-0.449581495077487,1,1,9.14641789054967e-34,"ML","CREBZF","ML_vs_all"
"ZBTB7A",1.3434871036558e-36,-0.36221070321596,1,1,9.82089072772393e-34,"ML","ZBTB7A","ML_vs_all"
"AIRE",2.66164143616201e-36,0.25661343685238,1,1,1.94565988983443e-33,"ML","AIRE","ML_vs_all"
"SALL4",3.00962195264452e-36,0.236792429587894,1,1,2.20003364738314e-33,"ML","SALL4","ML_vs_all"
"HDGF",8.12824093812881e-36,0.464483184735449,1,1,5.94174412577216e-33,"ML","HDGF","ML_vs_all"
"TFDP3",2.15410161223041e-35,-0.300993953899548,1,1,1.57464827854043e-32,"ML","TFDP3","ML_vs_all"
"THRA",2.64585246126013e-35,-0.320388711411129,1,1,1.93411814918115e-32,"ML","THRA","ML_vs_all"
"NFKB1",3.08320985126424e-35,0.236342444042543,1,1,2.25382640127416e-32,"ML","NFKB1","ML_vs_all"
"ETV2",3.11180383973469e-35,0.213687045325555,1,1,2.27472860684606e-32,"ML","ETV2","ML_vs_all"
"FOXP1",3.46385858863145e-35,0.242762751925416,1,1,2.53208062828959e-32,"ML","FOXP1","ML_vs_all"
"OLIG1",3.88055102072345e-35,0.25114013121712,1,1,2.83668279614884e-32,"ML","OLIG1","ML_vs_all"
"MEIS1",7.67509082950649e-35,0.206181367256427,0.999,1,5.61049139636924e-32,"ML","MEIS1","ML_vs_all"
"RB1",2.49234861472465e-34,-0.345783484484727,1,1,1.82190683736372e-31,"ML","RB1","ML_vs_all"
"HOXB1",6.94776153015363e-34,0.273699934419169,1,1,5.07881367854231e-31,"ML","HOXB1","ML_vs_all"
"ZNF362",1.60108856182645e-33,0.213624033702019,1,1,1.17039573869514e-30,"ML","ZNF362","ML_vs_all"
"TBX5",2.10705614061278e-33,-0.350755687490502,1,1,1.54025803878794e-30,"ML","TBX5","ML_vs_all"
"PROP1",3.86391046104256e-33,0.334354601220578,0.999,1,2.82451854702211e-30,"ML","PROP1","ML_vs_all"
"ZBTB7B",4.73235644567178e-33,-0.528473611171282,1,1,3.45935256178607e-30,"ML","ZBTB7B","ML_vs_all"
"DLX2",6.4981065610223e-33,0.269449326208644,1,1,4.7501158961073e-30,"ML","DLX2","ML_vs_all"
"PHOX2B",9.7375677425809e-32,0.175051501283242,1,1,7.11816201982664e-29,"ML","PHOX2B","ML_vs_all"
"ZGLP1",1.28801854081336e-31,-0.649547850466347,1,1,9.41541553334563e-29,"ML","ZGLP1","ML_vs_all"
"HHEX",2.71679561164304e-31,0.220429543661109,1,1,1.98597759211106e-28,"ML","HHEX","ML_vs_all"
"MTA3",3.1005189120954e-31,0.288170879969003,1,1,2.26647932474174e-28,"ML","MTA3","ML_vs_all"
"GFI1",3.43441686435766e-31,-0.391935197555183,1,1,2.51055872784545e-28,"ML","GFI1","ML_vs_all"
"MSX1",1.1591873884171e-30,-0.342557025003659,1,1,8.47365980932898e-28,"ML","MSX1","ML_vs_all"
"PPARGC1B",1.32157405894984e-30,-0.487457432496736,1,1,9.66070637092332e-28,"ML","PPARGC1B","ML_vs_all"
"GSC",1.33907324896939e-30,-0.219624227309209,1,1,9.78862544996625e-28,"ML","GSC","ML_vs_all"
"EGR1",1.34376133814246e-30,0.214771127335758,1,1,9.8228953818214e-28,"ML","EGR1","ML_vs_all"
"PITX1",2.21277455098495e-30,0.196086105170091,1,1,1.61753819677e-27,"ML","PITX1","ML_vs_all"
"E2F7",2.3325732173959e-30,-0.229408285634146,1,1,1.7051110219164e-27,"ML","E2F7","ML_vs_all"
"TCF4",3.32663024144661e-30,0.226617488551887,1,1,2.43176670649748e-27,"ML","TCF4","ML_vs_all"
"EN1",4.63743233584565e-30,0.24254205898819,1,1,3.38996303750317e-27,"ML","EN1","ML_vs_all"
"BARX1",4.91452445584828e-30,-0.432554324441611,1,1,3.59251737722509e-27,"ML","BARX1","ML_vs_all"
"RCOR2",5.51131849236288e-30,0.222864041697403,1,1,4.02877381791726e-27,"ML","RCOR2","ML_vs_all"
"PPARGC1A",9.89602549482164e-30,0.230052801625951,0.999,1,7.23399463671462e-27,"ML","PPARGC1A","ML_vs_all"
"MECOM",2.40748982749441e-29,-0.27600381427356,1,1,1.75987506389841e-26,"ML","MECOM","ML_vs_all"
"TFAP2C",4.87550196508843e-29,0.257419840304124,1,1,3.56399193647964e-26,"ML","TFAP2C","ML_vs_all"
"HOXA13",6.30788807867385e-29,-0.430680093398887,0.999,1,4.61106618551059e-26,"ML","HOXA13","ML_vs_all"
"TBXT",1.99346329900388e-28,0.22816043867386,1,1,1.45722167157184e-25,"ML","TBXT","ML_vs_all"
"ARID4B",2.53578404118469e-28,0.224370916801451,1,1,1.85365813410601e-25,"ML","ARID4B","ML_vs_all"
"RXRG",8.77816355018745e-28,0.256049192247292,1,1,6.41683755518703e-25,"ML","RXRG","ML_vs_all"
"NR2E1",1.54345546225308e-27,-0.394433390763963,1,1,1.128265942907e-24,"ML","NR2E1","ML_vs_all"
"KLF13",2.00947217662058e-27,-0.247203594236513,1,1,1.46892416110964e-24,"ML","KLF13","ML_vs_all"
"DOT1L",2.36308507360195e-27,-0.565170980288134,1,1,1.72741518880302e-24,"ML","DOT1L","ML_vs_all"
"EHF",2.65459733599592e-27,0.346574073844508,1,1,1.94051065261301e-24,"ML","EHF","ML_vs_all"
"HOXD13",5.06918271744443e-27,-0.297303889565388,1,1,3.70557256645188e-24,"ML","HOXD13","ML_vs_all"
"MSC",5.08157380447483e-27,0.18725387528474,1,1,3.7146304510711e-24,"ML","MSC","ML_vs_all"
"RARG",5.50907945658559e-27,-0.358556049488688,1,1,4.02713708276406e-24,"ML","RARG","ML_vs_all"
"TCF15",1.21182118504523e-26,0.324931073178225,1,1,8.85841286268062e-24,"ML","TCF15","ML_vs_all"
"FOXO6",1.580146493754e-26,0.244117116779722,1,1,1.15508708693417e-23,"ML","FOXO6","ML_vs_all"
"ZKSCAN7",1.80253289773699e-26,-0.400585315420089,1,1,1.31765154824574e-23,"ML","ZKSCAN7","ML_vs_all"
"MBD1",1.85225760750441e-26,0.220364761236986,1,1,1.35400031108572e-23,"ML","MBD1","ML_vs_all"
"HEY1",2.04469130297902e-26,-0.282825745263798,1,1,1.49466934247766e-23,"ML","HEY1","ML_vs_all"
"KLF12",2.29789604630793e-26,0.156482074982355,1,1,1.6797620098511e-23,"ML","KLF12","ML_vs_all"
"ZBTB32",3.78637303104615e-26,-0.308833570246107,0.999,1,2.76783868569474e-23,"ML","ZBTB32","ML_vs_all"
"POU3F2",5.1050461443007e-26,-0.384565328614639,1,1,3.73178873148381e-23,"ML","POU3F2","ML_vs_all"
"FOXH1",6.93712859895855e-26,-0.318152124554361,1,1,5.0710410058387e-23,"ML","FOXH1","ML_vs_all"
"MBD2",8.40085751556463e-26,-0.270795955854818,0.999,1,6.14102684387775e-23,"ML","MBD2","ML_vs_all"
"NRF1",1.25477773147533e-24,-0.371564532736484,1,1,9.17242521708465e-22,"ML","NRF1","ML_vs_all"
"ZNF354C",1.39835188359446e-24,0.238992800334767,1,1,1.02219522690755e-21,"ML","ZNF354C","ML_vs_all"
"IRF2",1.40152478892971e-24,0.181406293267639,1,1,1.02451462070762e-21,"ML","IRF2","ML_vs_all"
"LHX3",2.48840304881409e-24,0.234223287956318,1,1,1.8190226286831e-21,"ML","LHX3","ML_vs_all"
"E2F5",5.18751478449403e-24,0.169152883535258,1,1,3.79207330746514e-21,"ML","E2F5","ML_vs_all"
"E2F6",5.90861771198205e-24,-0.33496828333563,1,1,4.31919954745888e-21,"ML","E2F6","ML_vs_all"
"NR1H3",5.96103157559144e-24,0.106568482569704,1,1,4.35751408175735e-21,"ML","NR1H3","ML_vs_all"
"EGR4",1.108579985811e-23,-0.435438576592286,1,1,8.10371969627841e-21,"ML","EGR4","ML_vs_all"
"BCL6",1.57463818108713e-23,0.219014097253485,1,1,1.15106051037469e-20,"ML","BCL6","ML_vs_all"
"NR3C2",3.18601822227715e-23,-0.262405815878217,1,1,2.3289793204846e-20,"ML","NR3C2","ML_vs_all"
"ZNF263",3.379616717491e-23,-0.257136848542673,1,1,2.47049982048592e-20,"ML","ZNF263","ML_vs_all"
"TFAP2A",3.85602909869151e-23,0.167297969526155,1,1,2.8187572711435e-20,"ML","TFAP2A","ML_vs_all"
"SMARCA5",9.83510807293008e-23,-0.303482197201802,1,1,7.18946400131189e-20,"ML","SMARCA5","ML_vs_all"
"KLF1",1.07118526939054e-22,0.190799108064005,1,1,7.83036431924485e-20,"ML","KLF1","ML_vs_all"
"MYBL1",1.126748429729e-22,0.205270739925491,1,1,8.23653102131896e-20,"ML","MYBL1","ML_vs_all"
"NRG1",1.5357766083221e-22,-0.346852271497619,1,1,1.12265270068346e-19,"ML","NRG1","ML_vs_all"
"MLX",1.71666104086585e-22,0.288072150542681,1,1,1.25487922087294e-19,"ML","MLX","ML_vs_all"
"HMGA1",3.57506244572769e-22,0.23849789390024,1,1,2.61337064782694e-19,"ML","HMGA1","ML_vs_all"
"HNF1B",7.84715337112486e-22,0.195576112594791,1,1,5.73626911429227e-19,"ML","HNF1B","ML_vs_all"
"HOXD8",1.02595226164371e-21,-0.493761832571739,1,1,7.49971103261552e-19,"ML","HOXD8","ML_vs_all"
"NUPR1",1.24121213497906e-21,0.218087833714756,1,1,9.07326070669696e-19,"ML","NUPR1","ML_vs_all"
"GATA4",2.52445429132062e-21,0.166203634480632,1,1,1.84537608695537e-18,"ML","GATA4","ML_vs_all"
"ZFP42",4.9742513130431e-21,0.244942041702459,1,1,3.63617770983451e-18,"ML","ZFP42","ML_vs_all"
"PAX5",1.33658548634735e-20,0.157986123698613,1,1,9.77043990519912e-18,"ML","PAX5","ML_vs_all"
"ETV7",1.43293539959855e-20,-0.308412735159569,1,1,1.04747577710654e-17,"ML","ETV7","ML_vs_all"
"GABPA",2.80705740472444e-20,0.141598003900554,1,1,2.05195896285357e-17,"ML","GABPA","ML_vs_all"
"KAT7",2.81958611964543e-20,-0.264546040889667,1,1,2.06111745346081e-17,"ML","KAT7","ML_vs_all"
"TEAD2",3.30228642603892e-20,0.26792240682188,1,1,2.41397137743445e-17,"ML","TEAD2","ML_vs_all"
"E4F1",3.63615551009115e-20,0.150857691600464,1,1,2.65802967787663e-17,"ML","E4F1","ML_vs_all"
"ETV5",4.11718166135377e-20,-0.279439698551635,1,1,3.00965979444961e-17,"ML","ETV5","ML_vs_all"
"MEIS2",7.87690608199613e-20,0.144549383994177,1,1,5.75801834593917e-17,"ML","MEIS2","ML_vs_all"
"TFE3",9.17765154848027e-20,-0.29786335792263,1,1,6.70886328193908e-17,"ML","TFE3","ML_vs_all"
"ZNF410",1.85060332142581e-19,-0.24435335485504,1,1,1.35279102796227e-16,"ML","ZNF410","ML_vs_all"
"PHF5A",2.0368668032765e-19,0.304499158218093,1,1,1.48894963319512e-16,"ML","PHF5A","ML_vs_all"
"DLX4",3.1647271531512e-19,0.178183501936432,1,1,2.31341554895352e-16,"ML","DLX4","ML_vs_all"
"BCLAF1",6.27074693250082e-19,0.207481697986283,1,1,4.5839160076581e-16,"ML","BCLAF1","ML_vs_all"
"NFE2",1.20604424654492e-18,0.203254907454378,1,1,8.81618344224339e-16,"ML","NFE2","ML_vs_all"
"NPAS2",1.62272217263375e-18,-0.432049617365121,1,1,1.18620990819527e-15,"ML","NPAS2","ML_vs_all"
"SOX11",1.96925229086724e-18,0.131533863075841,1,1,1.43952342462395e-15,"ML","SOX11","ML_vs_all"
"KLF2",2.23177794663742e-18,-0.253447291413252,0.999,1,1.63142967899195e-15,"ML","KLF2","ML_vs_all"
"DLX3",4.77451598154621e-18,0.204620584303108,1,1,3.49017118251028e-15,"ML","DLX3","ML_vs_all"
"NFYC",5.03512985901701e-18,0.169861885610224,1,1,3.68067992694143e-15,"ML","NFYC","ML_vs_all"
"NCOA3",5.68670516658646e-18,-0.258758967978753,1,1,4.1569814767747e-15,"ML","NCOA3","ML_vs_all"
"NR0B1",6.04056564733428e-18,-0.229842293320717,1,1,4.41565348820136e-15,"ML","NR0B1","ML_vs_all"
"IRF1",6.37995667592093e-18,0.193511086963066,1,1,4.6637483300982e-15,"ML","IRF1","ML_vs_all"
"NKX6-1",7.55985114444468e-18,-0.494813949713334,1,1,5.52625118658906e-15,"ML","NKX6-1","ML_vs_all"
"MAML1",8.29679397537635e-18,0.164334728787548,1,1,6.06495639600011e-15,"ML","MAML1","ML_vs_all"
"ZNF699",1.11323730626528e-17,-0.240936147175506,1,1,8.1377647087992e-15,"ML","ZNF699","ML_vs_all"
"ASCL2",1.92818251941961e-17,0.121337751819345,1,1,1.40950142169574e-14,"ML","ASCL2","ML_vs_all"
"CTBP1",2.48066608550813e-17,-0.610517656263458,1,1,1.81336690850644e-14,"ML","CTBP1","ML_vs_all"
"EGR2",3.35965695042484e-17,-0.216250216217417,1,1,2.45590923076056e-14,"ML","EGR2","ML_vs_all"
"CTCFL",3.844074768344e-17,0.19491862286121,1,1,2.81001865565946e-14,"ML","CTCFL","ML_vs_all"
"SIX4",3.98716511955669e-17,0.182793535847011,0.999,1,2.91461770239594e-14,"ML","SIX4","ML_vs_all"
"SP7",5.62417231862297e-17,0.238439564994066,1,1,4.11126996491339e-14,"ML","SP7","ML_vs_all"
"MITF",5.96111371044925e-17,-0.254610153891705,1,1,4.3575741223384e-14,"ML","MITF","ML_vs_all"
"LMO2",1.0984386076115e-16,-0.258850175399984,1,1,8.02958622164009e-14,"ML","LMO2","ML_vs_all"
"DNMT3B",1.26907723999987e-16,0.168187870378329,1,1,9.27695462439907e-14,"ML","DNMT3B","ML_vs_all"
"KMT2B",1.32574170274023e-16,0.210312488237616,1,1,9.6911718470311e-14,"ML","KMT2B","ML_vs_all"
"NR2C2",2.17330326447839e-16,-0.233699771299129,1,1,1.58868468633371e-13,"ML","NR2C2","ML_vs_all"
"ZFHX3",2.17727925361726e-16,-0.187414231421547,1,1,1.59159113439422e-13,"ML","ZFHX3","ML_vs_all"
"RXRA",2.42621853335325e-16,0.206278554990795,1,1,1.77356574788122e-13,"ML","RXRA","ML_vs_all"
"SMARCC1",2.9306838386226e-16,0.181709374436009,1,1,2.14232988603312e-13,"ML","SMARCC1","ML_vs_all"
"REL",3.68986350940415e-16,-0.222421402459275,1,1,2.69729022537443e-13,"ML","REL","ML_vs_all"
"TFAP2D",3.94107039079932e-16,0.189273794063298,1,1,2.8809224556743e-13,"ML","TFAP2D","ML_vs_all"
"CDX1",1.00921934773808e-15,-0.190083274397666,1,1,7.3773934319654e-13,"ML","CDX1","ML_vs_all"
"HOPX",1.03571376962739e-15,0.14149377336657,1,1,7.57106765597619e-13,"ML","HOPX","ML_vs_all"
"IRF3",1.06660147399795e-15,-0.218534798476266,1,1,7.79685677492502e-13,"ML","IRF3","ML_vs_all"
"ZFPM2",1.54872386976948e-15,-0.359874633365397,1,1,1.13211714880149e-12,"ML","ZFPM2","ML_vs_all"
"MED1",2.33762237360416e-15,0.14776790661813,1,1,1.70880195510464e-12,"ML","MED1","ML_vs_all"
"SFPQ",2.35792632300211e-15,0.13056697068332,1,1,1.72364414211454e-12,"ML","SFPQ","ML_vs_all"
"DBP",2.41189456137995e-15,0.118332184570303,1,1,1.76309492436874e-12,"ML","DBP","ML_vs_all"
"GATA3",3.67285386841341e-15,-0.279505320152222,1,1,2.6848561778102e-12,"ML","GATA3","ML_vs_all"
"NR2C1",3.90700903201861e-15,-0.277274580941572,1,1,2.8560236024056e-12,"ML","NR2C1","ML_vs_all"
"JUND",4.0943165368098e-15,0.162697321144847,1,1,2.99294538840796e-12,"ML","JUND","ML_vs_all"
"KDM2A",4.79763764495307e-15,-0.257586995267259,0.999,1,3.5070731184607e-12,"ML","KDM2A","ML_vs_all"
"CEBPE",5.44897962275809e-15,0.144819593935436,1,1,3.98320410423616e-12,"ML","CEBPE","ML_vs_all"
"HAND1",1.23707041620058e-14,-0.313313686971848,1,1,9.04298474242625e-12,"ML","HAND1","ML_vs_all"
"NCOR1",1.60479351696097e-14,-0.242387701661213,1,1,1.17310406089847e-11,"ML","NCOR1","ML_vs_all"
"CREB3L3",1.82394531180442e-14,0.135497852425097,1,1,1.33330402292903e-11,"ML","CREB3L3","ML_vs_all"
"ZNF335",1.95976084059197e-14,0.193553867719201,1,1,1.43258517447273e-11,"ML","ZNF335","ML_vs_all"
"HBP1",2.60125993143849e-14,0.155515530126491,1,1,1.90152100988154e-11,"ML","HBP1","ML_vs_all"
"NFKB2",2.74153510692812e-14,0.148457829859937,1,1,2.00406216316445e-11,"ML","NFKB2","ML_vs_all"
"RORC",2.83630944548087e-14,-0.211918436921693,1,1,2.07334220464651e-11,"ML","RORC","ML_vs_all"
"ING4",1.08607028774713e-13,0.114681746344349,1,1,7.93917380343155e-11,"ML","ING4","ML_vs_all"
"FOXD1",1.09838899245029e-13,-0.24404356954692,1,1,8.02922353481161e-11,"ML","FOXD1","ML_vs_all"
"YY1",1.43438750638208e-13,-0.275472409388615,1,1,1.0485372671653e-10,"ML","YY1","ML_vs_all"
"HSF4",3.20271212456135e-13,-0.182320903630534,1,1,2.34118256305435e-10,"ML","HSF4","ML_vs_all"
"KAT2B",3.24230733313346e-13,-0.196841085777686,1,1,2.37012666052056e-10,"ML","KAT2B","ML_vs_all"
"HMGB2",3.39518623703461e-13,0.233521389303788,1,1,2.4818811392723e-10,"ML","HMGB2","ML_vs_all"
"E2F3",3.65036785990728e-13,0.105327613694042,1,1,2.66841890559222e-10,"ML","E2F3","ML_vs_all"
"BCL3",4.19025878386351e-13,-0.276077818354679,1,1,3.06307917100422e-10,"ML","BCL3","ML_vs_all"
"YBX3",5.21010531271355e-13,0.100020530750805,1,1,3.8085869835936e-10,"ML","YBX3","ML_vs_all"
"ERG",5.4472580824031e-13,0.161795406815012,1,1,3.98194565823667e-10,"ML","ERG","ML_vs_all"
"MEF2D",6.2829537465587e-13,-0.205107809814562,1,1,4.59283918873441e-10,"ML","MEF2D","ML_vs_all"
"EOMES",1.40923136158661e-12,-0.225364551912838,1,1,1.03014812531981e-09,"ML","EOMES","ML_vs_all"
"CREB3",1.86316100444708e-12,0.209071187627137,1,1,1.36197069425081e-09,"ML","CREB3","ML_vs_all"
"TCF7L2",2.19210626594396e-12,0.133925056915579,1,1,1.60242968040504e-09,"ML","TCF7L2","ML_vs_all"
"NR0B2",2.33014113051756e-12,-0.214461903910788,1,1,1.70333316640834e-09,"ML","NR0B2","ML_vs_all"
"SP2",3.0137294912514e-12,-0.188850106126551,1,1,2.20303625810477e-09,"ML","SP2","ML_vs_all"
"YBX1",3.51059904358616e-12,0.127852147181555,1,1,2.56624790086148e-09,"ML","YBX1","ML_vs_all"
